Tên công việc,Địa điểm,Ngày cập nhật,Ngành nghề,Hình thức,Lương,Kinh nghiệm,Cấp bậc,Hết hạn nộp,Tên công ty,Địa chỉ công ty,Người liên hệ,Qui mô công ty,Loại hình hoạt động
[Đà Nẵng] Chuyên Viên Khách Hàng Cá Nhân,['Đà Nẵng'],05/12/2024,"Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Chưa có kinh nghiệm,Nhân viên,03/01/2025,NGÂN HÀNG TMCP ĐẠI CHÚNG VIỆT NAM - PVCOMBANK,22 Ngô Quyền - Hoàn Kiếm - Việt Nam,Khối QT&PT NNL,1.000-4.999,Cổ phần
Nhân Viên Kỹ Thuật Lắp Đặt - Bảo Trì Cơ khí,['Bình Dương'],05/12/2024,"Cơ khí / Ô tô / Tự động hóa , Bảo trì / Sửa chữa",Nhân viên chính thức,10 Tr - 15 Tr VND,1 - 2 Năm,Nhân viên,03/01/2025,CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,"Số 285A Ngô Gia Tự, Long Biên, Hà Nội",BP Tuyển dụng,500-999,Cổ phần
NHÂN VIÊN CHỈNH MÀU NHUỘM,['Bình Dương'],05/12/2024,"Hóa học , Dệt may / Da giày / Thời trang , Quản lý chất lượng (QA/QC)",Nhân viên chính thức,"8,5 Tr - 12 Tr VND",1 - 2 Năm,Nhân viên,03/01/2025,"KYUNGBANG VIETNAM CO., LTD","Lô B -3A-CN, Khu công nghiệp Bàu Bàng, Bến Cát, Bình Dương",Ms.Thủy Tiên,500-999,Trách nhiệm hữu hạn
[Quảng Ngãi] Chuyên Viên Khách Hàng Cá Nhân,['Quảng Ngãi'],05/12/2024,"Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,03/01/2025,NGÂN HÀNG TMCP ĐẠI CHÚNG VIỆT NAM - PVCOMBANK,22 Ngô Quyền - Hoàn Kiếm - Việt Nam,Khối QT&PT NNL,1.000-4.999,Cổ phần
TÀI XẾ NỮ LÁI XE CHO SẾP NỮ (LÀM VIỆC TẠI BÌNH DƯƠNG),[],,,,,,,,,,,,
Trưởng bộ phận kinh doanh dược liệu (Hà Nội),['Hà Nội'],05/12/2024,"Y tế / Chăm sóc sức khỏe , Dược phẩm",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Trưởng nhóm / Giám sát,03/01/2025,CÔNG TY CỔ PHẦN ANVY,"Xã Tân Tiến, huyện Văn Giang, tỉnh Hưng Yên",Ms Hoài,100-499,Cổ phần
Nhân viên Kinh doanh Nội thất - Thu nhập cạnh tranh,['Hà Nội'],05/12/2024,"Đồ gỗ , Bất động sản , Nội ngoại thất",Nhân viên chính thức,Cạnh tranh,,Nhân viên,03/01/2025,CÔNG TY CỔ PHẦN LANDCO,"CH02-19, số 2, đường 2.5 Khu đô thị Gamuda Gardens, phường Trần Phú, quận Hoàng Mai, TP. Hà Nội, Việt Nam",HCNS,500-999,Cổ phần
Chuyên Viên Chính Đối Tác Nhân Sự,['Hà Nội'],05/12/2024,Nhân sự,Nhân viên chính thức,15 Tr - 23 Tr VND,3 - 5 Năm,Nhân viên,03/01/2025,CÔNG TY CỔ PHẦN ĐẦU TƯ K&G VIỆT NAM,"Tầng 11 tháp A tòa Sông Đà, Phạm Hùng",Bộ phận Tuyển Dụng,1000 - 1200,Cổ phần
[Đà Nẵng] Chuyên viên Khách hàng Doanh nghiệp siêu nhỏ,['Đà Nẵng'],05/12/2024,"Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,03/01/2025,NGÂN HÀNG TMCP ĐẠI CHÚNG VIỆT NAM - PVCOMBANK,22 Ngô Quyền - Hoàn Kiếm - Việt Nam,Khối QT&PT NNL,1.000-4.999,Cổ phần
[Lâm Đồng] Chuyên Viên Khách Hàng Cá Nhân,['Lâm Đồng'],05/12/2024,"Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,03/01/2025,NGÂN HÀNG TMCP ĐẠI CHÚNG VIỆT NAM - PVCOMBANK,22 Ngô Quyền - Hoàn Kiếm - Việt Nam,Khối QT&PT NNL,1.000-4.999,Cổ phần
[Quảng Ngãi] Chuyên viên Khách hàng Doanh nghiệp siêu nhỏ,['Lâm Đồng'],05/12/2024,"Bán hàng / Kinh doanh , Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,03/01/2025,NGÂN HÀNG TMCP ĐẠI CHÚNG VIỆT NAM - PVCOMBANK,22 Ngô Quyền - Hoàn Kiếm - Việt Nam,Khối QT&PT NNL,1.000-4.999,Cổ phần
[Đà Lạt] Giao dịch viên,['Lâm Đồng'],05/12/2024,"Bán hàng / Kinh doanh , Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Chưa có kinh nghiệm,Nhân viên,03/01/2025,NGÂN HÀNG TMCP ĐẠI CHÚNG VIỆT NAM - PVCOMBANK,22 Ngô Quyền - Hoàn Kiếm - Việt Nam,Khối QT&PT NNL,1.000-4.999,Cổ phần
TRƯỞNG BỘ PHẬN QS,['Hà Nội'],05/12/2024,Xây dựng,Nhân viên chính thức,Cạnh tranh,5 - 10 Năm,Quản lý,03/01/2025,TỔNG CÔNG TY XÂY DỰNG SỐ 1 – CTCP,"111A Pasteur, P. Bến Nghé - Q.1 - TP. Hồ Chí Minh",HR Dept,1.000-4.999,Cổ phần
Regional Sales Manager,['Hà Nội'],05/12/2024,"Bán hàng / Kinh doanh , Bưu chính viễn thông , Vận chuyển / Giao nhận / Kho vận",Nhân viên chính thức,30 Tr - 40 Tr VND,2 - 5 Năm,Quản lý,03/01/2025,CÔNG TY CỔ PHẦN HAI BỐN BẢY,"Lầu 8, Tòa Nhà Samco Building, Số 326 Võ Văn Kiệt, Phường Cô Giang, Quận 1, TP. Hồ Chí Minh",Phòng nhân sự,1.000-4.999,Cổ phần
Chuyên viên pháp chế,['Hà Nam'],05/12/2024,Luật / Pháp lý,Nhân viên chính thức,20 Tr - 40 Tr VND,2 - 5 Năm,Nhân viên,03/01/2025,CÔNG TY TNHH QISDA VIỆT NAM,"Lô CN-12, Khu công nghiệp Đồng Văn IV, Xã Nhật Tân, Xã Đại Cương, Huyện Kim Bảng, Tỉnh Hà Nam, Việt Nam",Phòng Nhân sự,8000,100% vốn nước ngoài
[Đà Lạt] Trưởng bộ phận Khách hàng ưu tiên,['Lâm Đồng'],05/12/2024,"Bán hàng / Kinh doanh , Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Trên 2 Năm,Trưởng nhóm / Giám sát,03/01/2025,NGÂN HÀNG TMCP ĐẠI CHÚNG VIỆT NAM - PVCOMBANK,22 Ngô Quyền - Hoàn Kiếm - Việt Nam,Khối QT&PT NNL,1.000-4.999,Cổ phần
PHÓ HIỆU TRƯỞNG TRƯỜNG TRUNG CẤP,[],,,,,,,,,,,,
Kỹ sư Điện hiện trường,['Bắc Ninh'],05/12/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh , Xây dựng",Nhân viên chính thức,8 Tr - 20 Tr VND,,Nhân viên,03/01/2025,CÔNG TY CỔ PHẦN CƠ ĐIỆN VÀ PCCC THĂNG LONG,"Số 79 đường Hồ Mễ Trì, Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",Phòng Nhân Sự,100-499,Cổ phần
SALES ACCOUNT MANAGER,['Hà Nội'],05/12/2024,"Bán hàng / Kinh doanh , Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh",Nhân viên chính thức,15 Tr - 50 Tr VND,Trên 2 Năm,Nhân viên,03/01/2025,NK ENGINEERING - CÔNG TY TNHH KỸ THUẬT NK,"466/4 Lê Quang Định, Phường 11, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",P.HCNS,,Trách nhiệm hữu hạn
Trưởng phòng Quản lý chất lượng,['Hà Nội'],05/12/2024,"Quản lý chất lượng (QA/QC) , Quản lý điều hành",Nhân viên chính thức,25 Tr - 28 Tr VND,Trên 2 Năm,Trưởng nhóm / Giám sát,03/01/2025,CÔNG TY TNHH THỰC PHẨM CUỘC SỐNG,"Trụ sở công ty: Khu công nghiệp Thạch Thất - Quốc Oai, xã Phùng Xá, huyện Thạch Thất, Hà Nội",ms Huong,,Trách nhiệm hữu hạn
"Nhân viên Tư vấn sự kiện, tiệc cưới",['Hải Dương'],25/11/2024,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Nhân viên chính thức,8 Tr - 10 Tr VND,,Nhân viên,31/12/2024,CÔNG TY TNHH TRỐNG ĐỒNG VIỆT NAM,"Trống Đồng Palace, 72 Trần Đăng Ninh, Cầu Giấy,",Nguyen Thi Thuan,100-499,Trách nhiệm hữu hạn
Trưởng phòng kinh doanh,['Hà Nội'],05/12/2024,"Bán hàng / Kinh doanh , Bưu chính viễn thông , Vận chuyển / Giao nhận / Kho vận",Nhân viên chính thức,30 Tr - 40 Tr VND,2 - 5 Năm,Quản lý,03/01/2025,CÔNG TY CỔ PHẦN HAI BỐN BẢY,"Lầu 8, Tòa Nhà Samco Building, Số 326 Võ Văn Kiệt, Phường Cô Giang, Quận 1, TP. Hồ Chí Minh",Phòng nhân sự,1.000-4.999,Cổ phần
Kỹ sư Thiết kế bản vẽ hệ thống PCCC/Hút khói,['Hà Nội'],05/12/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh , Xây dựng",Nhân viên chính thức,8 Tr - 20 Tr VND,Trên 3 Năm,Nhân viên,03/01/2025,CÔNG TY CỔ PHẦN CƠ ĐIỆN VÀ PCCC THĂNG LONG,"Số 79 đường Hồ Mễ Trì, Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",Phòng Nhân Sự,100-499,Cổ phần
Legal Supervisor Ngành thời trang bán lẻ (Thu nhập up to 35M),['Hà Nội'],05/12/2024,"Bán lẻ / Bán sỉ , Luật / Pháp lý , Dệt may / Da giày / Thời trang",Nhân viên chính thức,"800 - 1,400 USD",Trên 5 Năm,Trưởng nhóm / Giám sát,03/01/2025,CÔNG TY TNHH ANTA SPORTS VIỆT NAM,"Phòng 612, Tầng 6, Tòa nhà Friendship, Số 31, Đường Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, Quận 1, TP Hồ Chí Minh",Phòng Nhân sự,100-499,Trách nhiệm hữu hạn
Kỹ sư giám sát cơ điện - không yêu cầu kinh nghiệm,"['Hà Nội', 'Bắc Ninh', 'Quảng Ninh']",05/12/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh , Xây dựng",Nhân viên chính thức,8 Tr - 16 Tr VND,,Nhân viên,03/01/2025,CÔNG TY CỔ PHẦN CƠ ĐIỆN VÀ PCCC THĂNG LONG,"Số 79 đường Hồ Mễ Trì, Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",Phòng Nhân Sự,100-499,Cổ phần
QUẢN LÝ NHÀ HÀNG YAKIMONO,['Hà Nội'],05/12/2024,"Nhà hàng / Khách sạn , Thực phẩm & Đồ uống",Nhân viên chính thức,15 Tr - 17 Tr VND,2 - 7 Năm,Quản lý,03/01/2025,CÔNG TY CỔ PHẦN CHUỖI NHÀ HÀNG SVN,"Tầng 2, Tòa G5 - Five Star Garden, Số 460 Khương Đình, Thanh Xuân, Hà Nội",Phòng Nhân Sự,1.000-4.999,Cổ phần
"Chỉ huy trưởng công trình Cơ điện, Phòng cháy chữa cháy","['Quảng Ninh', 'Bắc Ninh', 'Hà Nội']",05/12/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh , Xây dựng",Nhân viên chính thức,14 Tr - 22 Tr VND,Lên đến 2 Năm,Quản lý,03/01/2025,CÔNG TY CỔ PHẦN CƠ ĐIỆN VÀ PCCC THĂNG LONG,"Số 79 đường Hồ Mễ Trì, Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",Phòng Nhân Sự,100-499,Cổ phần
Giao Dịch Viên - An Nhơn (Bình Định) - TA153,['Bình Định'],05/12/2024,"Bán hàng / Kinh doanh , Dịch vụ khách hàng , Kế toán / Kiểm toán",Nhân viên chính thức,Cạnh tranh,,Nhân viên,03/01/2025,NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG - VPBANK,"89 Láng Hạ, Quận Đống Đa, Hà Nội",Khối Quản trị Nguồn nhân lực,10.000-19.999,Cổ phần
Nhân viên kinh doanh,['Khánh Hòa'],05/12/2024,Du lịch,Nhân viên chính thức,6 Tr - 10 Tr VND,1 - 3 Năm,Nhân viên,03/01/2025,CÔNG TY TNHH LỮ HÀNH QUỐC TẾ PEGAS VIỆT NAM,"343 Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Ms Danh,,Trách nhiệm hữu hạn
TRƯỞNG PHÒNG LOGISTICS (làm việc tại BÌNH DƯƠNG),['Bình Dương'],05/12/2024,"Vận chuyển / Giao nhận / Kho vận , Xuất nhập khẩu",Nhân viên chính thức,Cạnh tranh,5 - 10 Năm,Quản lý,03/01/2025,CÔNG TY CỔ PHẦN GIAO NHẬN WIN WIN,"205A Nguyễn Xí, P26, Quận Bình Thạnh, TP.HCM",Phòng Nhân Sự,100-499,Cổ phần
NHÂN VIÊN KINH DOANH KHÁCH HÀNG CHIẾN LƯỢC,[],,,,,,,,,,,,
Thực Tập Sinh Nhân Viên Kinh Doanh Logistics,"['Đà Nẵng', 'Bình Định']",05/12/2024,"Bán hàng / Kinh doanh , Dịch vụ khách hàng , Mới tốt nghiệp / Thực tập",Thực tập,Cạnh tranh,,Sinh viên/ Thực tập sinh,03/01/2025,CHI NHÁNH CÔNG TY TNHH VẬN TẢI VÀ TIẾP VẬN TOÀN CẦU TẠI ĐÀ NẴNG,"630 - 632 Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng, Việt Nam",HCNS,25-99,Trách nhiệm hữu hạn
Giám đốc Quan hệ Khách hàng doanh nghiệp - RB - MSB - 3V009,['Hải Dương'],05/12/2024,"Bán hàng / Kinh doanh , Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,2 - 3 Năm,Quản lý,03/01/2025,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN HÀNG HẢI VIỆT NAM (MSB),"Tầng 26, ROX Tower, 54A Nguyễn Chí Thanh, Đống Đa, Hà Nội",Bộ phận Tuyển dụng MSB,5.000-9.999,Cổ phần
Chuyên viên Tư vấn Tín dụng Bán lẻ - RB - MSB - 3V008,['Hà Nội'],05/12/2024,"Bán hàng / Kinh doanh , Dịch vụ khách hàng , Ngân hàng",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,03/01/2025,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN HÀNG HẢI VIỆT NAM (MSB),"Tầng 26, ROX Tower, 54A Nguyễn Chí Thanh, Đống Đa, Hà Nội",Bộ phận Tuyển dụng MSB,5.000-9.999,Cổ phần
Cộng Tác Viên Tuyển Dụng - Hà Nội - TA 126,['Hà Nội'],05/12/2024,"Ngân hàng , Mới tốt nghiệp / Thực tập , Nhân sự",Nhân viên chính thức,Cạnh tranh,,Nhân viên,03/01/2025,NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG - VPBANK,"89 Láng Hạ, Quận Đống Đa, Hà Nội",Khối Quản trị Nguồn nhân lực,10.000-19.999,Cổ phần
Quản Lý Cửa hàng Long Xuyên,['An Giang'],05/12/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Dệt may / Da giày / Thời trang",Nhân viên chính thức,10 Tr - 15 Tr VND,1 - 3 Năm,Quản lý,03/01/2025,CÔNG TY CỔ PHẦN INTELLIFE,"Tháp B, tòa Fafim, số 19 Nguyễn Trãi, Thanh Xuân, HN",BP Tuyển dụng,1.000-4.999,Cá nhân
Nhân viên chăm sóc khách hàng,['Hà Nội'],05/12/2024,"Dịch vụ khách hàng , Nhà hàng / Khách sạn",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,03/01/2025,CÔNG TY CỔ PHẦN TẬP ĐOÀN Y KHOA SÀI GÒN,"Phòng 1506, Tầng 15, Tòa Nhà Centre, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, TP Hồ Chí Minh",HR Dept.,100-499,Cổ phần
Cộng tác viên chăm sóc khách hàng,['Hà Nội'],05/12/2024,"Tư vấn , Dịch vụ khách hàng , Mới tốt nghiệp / Thực tập",Bán thời gian,2 Tr - 4 Tr VND,,Sinh viên/ Thực tập sinh,03/01/2025,CÔNG TY CỔ PHẦN GIÁO DỤC GERMAN LINK,"59 Láng Hạ, Ba Đình, Hà Nội",Phòng Nhân sự,25-99,Cổ phần
[An Khánh - HN] Nhân Viên Kế Toán Kho,['Hà Nội'],05/12/2024,"Bán hàng / Kinh doanh , Kế toán / Kiểm toán",Nhân viên chính thức,10 Tr - 13 Tr VND,2 - 3 Năm,Nhân viên,03/01/2025,THỜI TRANG LINING_CÔNG TY TNHH QUỐC TẾ HẢI LONG,"Tầng 2, Tòa Handiresco, số 31 Lê Văn Lương, P.Nhân Chính, Q.Thanh Xuân, Thành phố Hà Nội, Việt Nam",Bộ phận Tuyển dụng,1.000-4.999,Cổ phần
Chuyên viên Phát triển Khách hàng cá nhân - RB - MSB - 3V007,"['Hải Phòng', 'Hải Dương', 'Quảng Ninh']",05/12/2024,"Bán hàng / Kinh doanh , Dịch vụ khách hàng , Ngân hàng",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,03/01/2025,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN HÀNG HẢI VIỆT NAM (MSB),"Tầng 26, ROX Tower, 54A Nguyễn Chí Thanh, Đống Đa, Hà Nội",Bộ phận Tuyển dụng MSB,5.000-9.999,Cổ phần
Kiến trúc sư nội thất,['Hà Nội'],05/12/2024,"Mỹ thuật / Nghệ thuật / Thiết kế , Kiến trúc , Nội ngoại thất",Nhân viên chính thức,20 Tr - 25 Tr VND,Trên 3 Năm,Nhân viên,03/01/2025,CÔNG TY CỔ PHẦN QUẢN LÝ KHÁCH SẠN VÀ KHU NGHỈ DƯỠNG LYNN TIMES THUỘC TẬP ĐOÀN ONSEN FUJI,"Số 2 Ngõ 95 Chùa bộc, Đống đa, Hà Nội",Ms Loan,500-999,Cổ phần
Kỹ Sư Cầu Đường Hiện Trường,"['Cao Bằng', 'Thái Nguyên', 'Hà Nội']",05/12/2024,"Xây dựng , Thủy lợi , Bất động sản",Nhân viên chính thức,Trên 17 Tr VND,Trên 3 Năm,Nhân viên,03/01/2025,CÔNG TY CỔ PHẦN XÂY DỰNG CÔNG TRÌNH 568,"Đốc Ngữ, Ba Đình, Hà Nội",Mr Xuân Anh,100-499,Cổ phần
Giám đốc trung tâm KHCN - RB - MSB - 3F261,['Bà Rịa - Vũng Tàu'],05/12/2024,"Bán hàng / Kinh doanh , Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,5 - 6 Năm,Quản lý,03/01/2025,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN HÀNG HẢI VIỆT NAM (MSB),"Tầng 26, ROX Tower, 54A Nguyễn Chí Thanh, Đống Đa, Hà Nội",Bộ phận Tuyển dụng MSB,5.000-9.999,Cổ phần
Phụ trách Chi nhánh - Chi nhánh PCL Hải Phòng,['Hải Phòng'],05/12/2024,"Bán hàng / Kinh doanh , Vận chuyển / Giao nhận / Kho vận , Xuất nhập khẩu",Nhân viên chính thức,15 Tr - 25 Tr VND,2 - 5 Năm,Trưởng nhóm / Giám sát,03/01/2025,CÔNG TY CỔ PHẦN VẬN TẢI BIỂN CONTAINER THÁI BÌNH DƯƠNG,"Tầng 15 – Tòa nhà Hòa Bình – Số 106 Hoàng Quốc Việt, Q. Cầu Giấy",Mr. Hoàng Anh,25-99,
Chuyên viên Bán hàng trực tiếp - Nam Định/Hải Phòng/Đà Nẵng - TA161,"['Nam Định', 'Hà Nội', 'Hải Phòng']",25/11/2024,"Bán hàng / Kinh doanh , Ngân hàng , Dịch vụ khách hàng",Nhân viên chính thức,Cạnh tranh,Lên đến 4 Năm,Nhân viên,30/11/2024,NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG - VPBANK,"89 Láng Hạ, Quận Đống Đa, Hà Nội",Khối Quản trị Nguồn nhân lực,10.000-19.999,Cổ phần
Chuyên viên Bán hàng trực tiếp - Hà Nội - TA161,['Hà Nội'],25/11/2024,"Bán hàng / Kinh doanh , Ngân hàng , Dịch vụ khách hàng",Nhân viên chính thức,Cạnh tranh,Lên đến 4 Năm,Nhân viên,30/11/2024,NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG - VPBANK,"89 Láng Hạ, Quận Đống Đa, Hà Nội",Khối Quản trị Nguồn nhân lực,10.000-19.999,Cổ phần
Chuyên Viên Khách Hàng Cá Nhân - Kênh DS - TA161,['Hà Nội'],05/12/2024,"Bán hàng / Kinh doanh , Ngân hàng , Dịch vụ khách hàng",Nhân viên chính thức,Cạnh tranh,Lên đến 1 Năm,Nhân viên,03/01/2025,NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG - VPBANK,"89 Láng Hạ, Quận Đống Đa, Hà Nội",Khối Quản trị Nguồn nhân lực,10.000-19.999,Cổ phần
NV/CV/CVC/CVCC Bán hàng trực tiếp - Hà Nội - TA161,['Hà Nội'],05/12/2024,"Bán hàng / Kinh doanh , Ngân hàng , Dịch vụ khách hàng",Nhân viên chính thức,Cạnh tranh,Lên đến 4 Năm,Nhân viên,03/01/2025,NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG - VPBANK,"89 Láng Hạ, Quận Đống Đa, Hà Nội",Khối Quản trị Nguồn nhân lực,10.000-19.999,Cổ phần
Manufacturing Coordinator - Nhơn Trạch (Có xe đưa đón Sài Gòn / Biên Hòa),['Đồng Nai'],05/12/2024,"Cơ khí / Ô tô / Tự động hóa , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,Cạnh tranh,2 - 3 Năm,Nhân viên,03/01/2025,SUMMIT POLYMERS VIETNAM CO LTD.,"Factory B, GT - Industrial Rental Factories Campus at Road No.06. Nhon Trach, VI Industrial Park, Long Tho Commune",Human Resources,150,100% vốn nước ngoài
Kế toán trưởng (Huge),['Hà Nội'],05/12/2024,Kế toán / Kiểm toán,Nhân viên chính thức,Cạnh tranh,3 - 10 Năm,Quản lý,03/01/2025,CÔNG TY CỔ PHẦN TẬP ĐOÀN AUSTDOOR,"Trụ sở chính: Số 37 Lê Văn Thiêm, Nhân Chính, Thanh Xuân, Hà Nội",Phòng Tuyển dụng,1.000-4.999,Cổ phần
,[],,,,,,,,,,,,
Materials Manager (Nhơn Trạch - Shuttle bus available),['Đồng Nai'],05/12/2024,"Sản xuất / Vận hành sản xuất , Thu mua / Vật tư , Xuất nhập khẩu",Nhân viên chính thức,Cạnh tranh,4 - 8 Năm,Quản lý,03/01/2025,,,,,
Medical Affairs Manager (Quản lý Y khoa) - Hà Nội,['Hà Nội'],04/12/2024,"Bán hàng / Kinh doanh , Dược phẩm , Y tế / Chăm sóc sức khỏe",Nhân viên chính thức,Cạnh tranh,5 - 8 Năm,Quản lý,02/01/2025,CÔNG TY TNHH DOCQUITY VIỆT NAM,"Tầng 5 Số 111 Phố Trung Phụng, Phường Thổ Quan, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",Mr An,25-99,Trách nhiệm hữu hạn
GIÁM ĐỐC ĐIỀU HÀNH - Công ty thành viên Tập đoàn FECON,['Hà Nội'],04/12/2024,Xây dựng,Nhân viên chính thức,Cạnh tranh,10 - 20 Năm,Giám đốc,02/01/2025,CÔNG TY CỔ PHẦN FECON,"Tầng 15, tòa nhà CEO, lô HH2-1, KĐT Mễ Trì Hạ, đường Phạm Hùng, Phường Mễ Trì, Q.Nam Từ Liêm",Phòng Nhân Sự,1.000-4.999,Cổ phần
GENERAL ACCOUNTING,['Đồng Nai'],04/12/2024,Kế toán / Kiểm toán,Nhân viên chính thức,18 Tr - 22 Tr VND,3 - 6 Năm,Nhân viên,02/01/2025,GOOD VIEW PLASTICS (VIETNAM) COMPANY LIMITED,"Factory 05, Street No 01, Giang Dien Industrial Park, Giang Dien Commune, Trang Bom District, Dong Nai Province, Vietnam",Joey Phung,25-99,100% vốn nước ngoài
Kỹ Thuật viên chuyển giao vận hành máy,['Hà Nội'],04/12/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh , Bảo trì / Sửa chữa",Nhân viên chính thức,8 Tr - 25 Tr VND,1 - 15 Năm,Nhân viên,02/01/2025,CÔNG TY CP CƠ KHÍ TÂN MINH,Tại Hà Nội - Đà Nẵng và Hồ Chí Minh theo địa chỉ ở trên,Nguyễn Thành Đức,100-499,Cổ phần
Nhân viên kỹ thuật vận hành,['Hà Nội'],04/12/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh , Bảo trì / Sửa chữa",Nhân viên chính thức,8 Tr - 25 Tr VND,1 - 15 Năm,Nhân viên,02/01/2025,CÔNG TY CP CƠ KHÍ TÂN MINH,Tại Hà Nội - Đà Nẵng và Hồ Chí Minh theo địa chỉ ở trên,Nguyễn Thành Đức,100-499,Cổ phần
Nhân viên kinh doanh,['Bình Dương'],04/12/2024,"Bán hàng / Kinh doanh , Tiếp thị / Marketing , Bán lẻ / Bán sỉ",Nhân viên chính thức,10 Tr - 13 Tr VND,1 - 5 Năm,Nhân viên,02/01/2025,CÔNG TY CỔ PHẦN TẬP ĐOÀN APOLLO SILICONE,"18-20 Lê Quý Đôn, P6, Q3, TP.HCM & CNHN: 4-6-8-10 Trần Khát Chân, Phường Bạch Đằng, Q. Hai Bà Trưng, TP. Hà Nội",Phòng Nhân sự,100-499,Cổ phần
"Senior Engineer, Process",['Đồng Nai'],03/12/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh",Nhân viên chính thức,Cạnh tranh,Trên 5 Năm,Nhân viên,01/01/2025,COHERENT VIETNAM,"36 Đường Số 4, VSIP1, Thuận An, Bình Dương",Talent Acquisition Team,1.000-4.999,Công ty đa quốc gia
Nhân Viên Hành Chính,['Hà Nội'],03/12/2024,"Hành chính / Thư ký , Ngành khác",Nhân viên chính thức,12 Tr - 15 Tr VND,,Nhân viên,01/01/2025,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHIỆP VIỆT (CNV GROUP),"Phòng 801, Tòa nhà SILVER WINGS, 137A Nguyễn Văn Cừ, Q. Long Biên, Hà Nội, Việt Nam",Phòng Nhân sự,100-499,Cổ phần
Kỹ sư Đấu thầu,['Hà Nội'],03/12/2024,"Kiến trúc , Xây dựng",Nhân viên chính thức,20 Tr - 25 Tr VND,Trên 2 Năm,Nhân viên,01/01/2025,TỔNG CÔNG TY CỔ PHẦN CÔNG TRÌNH VIETTEL,"Số 6, đường Phạm Văn Bạch, phường Yên Hòa, quận Cầu Giấy, TP Hà Nội",Phòng Tổ chức Lao động,10.000-19.999,Cổ phần
